exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	train_s	accuracy	acc_std	n_seeds	delta_vs_best	total_s	job_name	snapshot_path	notes
086	2026-04-28T17:43:10Z	opt	070	070	opt	41ep + lr=11 + cosine cooldown (5% warmup → cosine decay): exp_077 (41ep+lr=11+triangular) was disqualified at acc=0.9596 (gap=0.0004). Cosine keeps LR higher for first 75% of cooldown vs linear, giving more gradient signal in the bulk phase to recover those 0.0004 accuracy points while saving ~0.6s vs exp_070 (42ep).	-0.6	disqualified		0.958410	0.001364	10		24.643900	cif-opt-0082		41 epochs with triangular LR consistently hits ~0.9596 (exp_077 lr=11, exp_080 lr=12). Cosine cooldown formula: 0.5*(1+cos(pi*(1-frac))) where frac goes from 1→0. Same warmup (5%), same lr=11, same wd/momentum as exp_070. Difference: linear decay replaced with cosine, which is above linear for first half of cooldown and below for second half — total area unchanged but shape favors mid-cooldown training.
087	2026-04-28T17:46:01Z	reg	070	070	reg	41 epochs + Lookahead every-2-steps (vs every-3 in exp_082): exp_082 gave acc=0.9593, gap=0.0007 below gate. Every-2-steps adds 50% more Lookahead updates in final epochs (240 vs 160 in last 10 epochs) to close that gap.	-0.65	disqualified		0.958310	0.001071	10		25.277000	cif-reg-0083		exp_082 (41ep+every-3-steps) got acc=0.9593, n=10 std=0.0015, gap=0.0007. Every-3-steps improved accuracy vs every-5 baseline; every-2-steps adds 50% more averaging steps in high-alpha warmdown phase targeting the remaining 0.0007 gap. If passes gate: saves ~0.65s vs exp_070 best.
088	2026-04-28T17:55:07Z	loss	070	070	loss	Proxy loss label_smoothing 0.20→0.0: proxy's sole job is hard-example ranking via loss ordering; label smoothing dilutes CE values and blurs hard/easy discrimination. Sharper proxy loss → better mask quality → main model trains on higher-quality hard examples.	-0.1	disqualified		0.958830	0.001059	10		24.872000	cif-loss-0088		Structurally different from prior loss trials (all changed main model loss). This changes ONLY the proxy's loss_fn to ls=0.0 while main keeps ls=0.2. Base: exp_070 (42ep + lr=11 + warmup=5%). Hypothesis: sharper proxy CE → more discriminative loss ordering → better selection of hard training examples → same or slightly better main model accuracy. No change to epoch count or LR schedule, so train_s impact is neutral at baseline.
089	2026-04-28T17:59:44Z	aug	070	070	aug	Proxy trains 42→35 epochs (saves ~0.575s; 1.2× mask cycling vs 1.68× for disqualified exp_076@25ep): proxy at 35ep is 83% trained and masks cycle only 20% of main steps, expected to maintain mask quality while saving ~17% of proxy compute.	-0.57	disqualified		0.958460	0.000746	10		25.126300	cif-aug-0088		train_proxy now uses hyp['proxy']['train_epochs']=35 instead of hyp['opt']['train_epochs']=42. Overflow masks are filled via itertools.cycle starting from beginning. Smoke test also gets proxy['train_epochs']=1 override. Main training unchanged: 42ep, lr=11, warmup=5%.
090	2026-04-28T18:02:08Z	reg	070	070	reg	41 epochs + stochastic depth drop_path_rate=0.1 on main model ConvGroup residuals: per-sample binary mask drops residual branch 10% of training steps, creating ensemble effect; structurally novel (no Lookahead/EMA overlap). Targets the 0.0007 accuracy gap at 41ep (exp_082/087 both hit ~0.9593).	-0.56	disqualified		0.957850	0.000989	10		26.090300	cif-reg-0088		Stochastic depth (Huang et al. ECCV 2016) applied to all 3 depth=3 ConvGroup residual branches in main model only. Per-sample implementation: random_tensor = floor(rand(N,1,1,1) + keep_prob), x = x/keep_prob * random_tensor + x0. At eval: always x = x + x0. Proxy model unaffected (depth=2, no residuals). Expected: ensemble training effect closes the ~0.0007 accuracy gap seen at 41 epochs. If passes gate, saves ~0.56s vs exp_070.
091	2026-04-28T18:03:52Z	arch	070	070	arch	Proxy depth=2→1: single Conv per ConvGroup stage in the proxy (widths {32,64,64} unchanged). Halves proxy conv ops per step (~2050 steps × 3 fewer conv layers), targeting ~0.7-1.5s savings from reduced proxy per-step compute and kernel launches. Main model {128,384,512} depth=3 unchanged.	-1.0	disqualified		0.956570	0.001341	10		24.329500	cif-arch-0089		ConvGroup class extended to support depth=1 (assert relaxed to (1,2,3)). At depth=1 the forward path is: conv1 → pool → norm1 → activ only (no conv2/conv3, no residual). Proxy params drop from ~145K to ~62K; main model unchanged at ~30M. exp_067 showed narrower proxy {16,32,32} depth=2 (~38K params) fails; this proposal has more capacity (62K) via wider channels despite fewer layers. Proxy still trains for all 42 epochs generating one mask per step — just with a shallower graph per step. Risk: mask quality may degrade below the threshold needed for 96% gate.
092	2026-04-28T18:11:33Z	loss	070	070	loss	41ep + ls=0.1 on exp_070 base: airbench94 uses ls=0.1 with this architecture; strong aug (cutout=12+translate=4) provides regularization; sharper targets may close the ~0.04% gap that prevents 41ep from passing gate (exp_075 tried ls=0.15 at 41ep and failed—ls=0.1 is a bigger jump)	-0.6	disqualified		0.959680	0.001144	10		25.081300	cif-loss-0091		exp_075 (41ep+ls=0.15) failed by ~0.04%; ls=0.1 is the airbench94 default value and untried at 41ep in this recipe. Both main model and proxy use ls=0.1 (proxy just needs relative loss ordering for masking, ls value doesn't need to be 0.2).
093	2026-04-28T18:14:36Z	arch	070	070	arch	Proxy widths {32,64,64}→{24,48,48} (depth=2 unchanged): exp_091 showed depth=1 {32,64,64} saves ~0.82s but misses accuracy by 0.0034. These widths (75% of current) give similar per-step compute to depth=1 {32,64,64} but retain two conv layers per block for better mask quality.	-0.6	disqualified		0.958990	0.001376	10		24.798400	cif-arch-0092		exp_091 (depth=1 {32,64,64}) measured total_s=24.33s vs current best 25.15s — confirming proxy compute reduction saves ~0.82s/seed. But depth=1 gave acc=0.9566 (miss by 0.0034). {24,48,48} depth=2 has ~11.1M MACs/sample (63% of current {32,64,64} depth=2's 17.5M) — nearly identical compute to depth=1 {32,64,64} at 8.8M MACs, but the two-conv-per-block structure captures richer features for hard-example ranking. ConvGroup depth=1 support added in exp_091 is retained in ConvGroup class but not used here.
094	2026-04-28T18:16:07Z	opt	070	070	opt	42ep + lr=11 + warmup=5% (exp_070 base) + Muon-style Newton-Schulz gradient orthogonalization for 2D weights: orthogonalizes gradient direction before each SGD step (preserving gradient norm so LR calibration unchanged). Improves spectral uniformity of updates. If accuracy at 42ep rises, follow-up with 41ep+orthog to save ~0.6s.	+0.3	preflight_crash				0			cif-opt-0092		Newton-Schulz 5-step orthogonalization applied to all 2D+ gradients in the main model only (not proxy). Gradient rescaled to original Frobenius norm after N-S so kilostep-scaled LR is unchanged. N-S overhead per step estimated at ~0.15-0.3ms for this model, ~0.3-0.6s total. Main value: if 42ep accuracy is materially higher than 0.960, enables 41ep+orthog follow-up saving net ~0.3s. | RuntimeError: view size is not compatible with input tensor's size and stride (at least one dimension spans across two contiguous subspaces). Use .reshape(...) instead. (airbench96.py:505 in orthogonalize_gradients)
095	2026-04-28T18:18:36Z	reg	070	070	reg	41 epochs + gradient clipping max_norm=1.0: clip_grad_norm_ before optimizer.step() stabilizes lr=11 aggressive steps; 41ep baseline misses gate by ~0.0004, clipping may smooth gradient spikes enough to recover that gap	-0.6	disqualified		0.288310	0.023846	10		24.943800	cif-reg-0092		Rebased clean from exp_070. Gradient clipping is the last major untried pure-reg lever. No extra compute overhead (clip_grad_norm_ is O(params) memory bandwidth). With lr=11 and kilostep_scale≈7853, effective per-step LR≈0.0014; occasional large gradient batches during warmup/warmdown transitions might be clipped. max_norm=1.0 is a conservative choice that rarely clips routine gradients but catches outliers.
096	2026-04-28T18:21:46Z	aug	070	070	aug	42ep + batch Mixup (alpha=0.2) replacing cutout=12: remove spatial masking from loader (cutout→0), apply Beta(0.2,0.2) label-mixing at batch level in training loop; tests whether label-interpolation regularization substitutes for cutout at exp_070 base.	+0.3	disqualified		0.957940	0.001231	10		26.248500	cif-aug-0092		cutout=0 in loader; proxy also trains without cutout (cleaner loss signal for mask ranking). Mixup adds ~2x loss_fn calls per step but removes make_random_square_masks + masked_fill. Accuracy gate risk: cutout is known to be the key 95→96% regularizer; mixup may not substitute.
097	2026-04-28T18:27:52Z	opt	070	070	opt	42ep + lr=11 + warmup=5% + Muon-style Newton-Schulz gradient orthogonalization for 2D weights (fix: reshape instead of view for channels-last tensors)	+0.3	disqualified		0.958520	0.000932	10		39.016100	cif-opt-0095		Fixes preflight_crash from exp_094: channels-last conv gradients are non-contiguous, .view() fails. Using .reshape() handles any memory layout. N-S orthogonalization applied to all 2D+ gradients in main model, grad rescaled to original norm post-orthogonalization.
