exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	core_metric	val_bpb	delta_vs_best	train_s	total_s	job_name	snapshot_path	notes
105	2026-04-30T00:39:03Z	data	025	025	data	Revert exp_100's harmful row-group shuffle by rebasing to clean exp_025 dataloader (sequential row-group reading). Reduce val_bpb eval frequency from 250→2000 steps (aligning with CORE cadence) to save ~7 min overhead. Training is bit-for-bit identical to exp_025 (ratio=130, same schedule). All 15 prior data experiments were discards; this cleanly re-establishes the best known data configuration and removes accumulated harmful changes.	+0.000	discard	0.220800	0.783561	-0.003300	4149.464706	4149.464706	nc-data-0101		Data domain exhausted: packing, ordering, curriculum, shard diversity, and quantity changes all consistently discard. Rebasing to clean exp_025 removes the harmful row-group shuffle (exp_100, -0.016). The eval-every 2000 change saves ~7 min overhead without affecting training. Expected CORE ≈ 0.2241 ± noise; result depends on random seed.
106	2026-04-30T01:13:02Z	opt	025	025	opt	Remove g.sign() regression (exp_101) and test lm_head AdamW beta2 0.96→0.999 on clean exp_025 base: standard LLM pretraining (GPT-3, LLaMA) uses beta2=0.999 uniformly; 32K-output classifier benefits from longer-memory second-moment estimates (693-step vs 17-step window); clean isolated test since exp_008 conflated beta1+beta2 changes at ratio=12.	+0.001	discard	0.211800	0.783285	-0.012300	4745.276425	4745.276425	nc-opt-0104		Two changes vs exp_025: (1) optim.py: removed g = g.sign() which was left over from discarded exp_101 (it caused -0.052 regression by making v_mean uniform after sign, effectively disabling NorMuon variance reduction). (2) gpt.py setup_optimizer: lm_head betas (0.8, 0.96) → (0.8, 0.999). The lm_head (32768×768) in AdamW with beta2=0.96 has ~17-step effective window; at 27K training steps this is very responsive but potentially noisy for a 32K-way classifier. Standard pretraining uses 0.999 for stable denominator across all vocabulary positions. No other changes.
107	2026-04-30T01:19:56Z	sched	025	025	sched	Shorten Muon momentum warmup from 400→200 steps on clean exp_025 base (window=L, ratio=130, linear warmdown): at ratio=130 (~27K steps) LR peaks at step 40 but momentum kept ramping to step 400, creating a 360-step high-LR/low-momentum noisy window. Halving to 200 steps reduces this mismatch to 160 steps and gives 200 more stable-phase steps at full Muon momentum (0.97).	+0.002	discard	0.204000	0.783569	-0.020100	4741.168940	4741.168940	nc-sche-0104		The 400-step hardcoded momentum warmup was calibrated when ratio=12 (~2.5K steps, 400/2500=16% of training). At ratio=130 (27K steps), it shrinks to 1.5% — but more importantly, LR warmup ends at step 40 while momentum keeps ramping for 360 more steps at peak LR. This is a targeted sched fix that hasn't been tested. Rebased to exp_025 to undo the (1-sqrt) warmdown from exp_102 (which was a discard at 0.2098 vs linear 0.2241).
108	2026-04-30T01:32:25Z	sys	025	025	sys	Rebase to clean exp_025 + skip 13 mid-training CORE evals (core-metric-every=999999) and double final eval precision (max-per-task 500→1000): identical training to exp_025 but saves ~13 min of mid-training eval overhead and reinvests it in a tighter final CORE estimate. Fixes accumulated workdir bugs (exp_103 got 0.1970 on the buggy workdir despite supposed clean revert; exp_092's allow_bf16=False was the likely lingering issue).	+0.000	discard	0.220400	0.783559	-0.003700	4671.687625	4671.687625	nc-sys-0104		exp_024 and exp_025 had identical code but 0.010 spread (0.2139 vs 0.2241) — confirming large CORE variance. exp_103 (supposed clean revert) got 0.1970, matching exp_092 (allow_bf16_reduced_precision_reduction=False, 0.1969), indicating that setting was never fully removed. Rebase clears everything. Training is identical to exp_025; the only change is when/how CORE metric is evaluated.
109	2026-04-30T01:58:20Z	arch	025	025	arch	Add MTP-2 (Multi-Token Prediction, 2-step) training signal: during training (loss_reduction='mean'), blend standard next-token loss with 2-ahead prediction loss (logits[:,:-1] vs targets[:,1:]), alpha=0.2. Zero extra parameters, reuses existing softcapped logits. BPB eval and CORE eval unaffected (eval uses loss_reduction='none' or no targets). Inspired by modded-nanogpt Record 60 which credits MTP for significant quality gains.	+0.005	discard	0.187400	0.838131	-0.036700	5204.286224	5204.286224	nc-arch-0105		Current workdir gpt.py also has bigram hash embedding from exp_104 (discard, -0.002). MTP-2 is the main new change. MTP provides additional gradient signal per token without increasing training budget: from position t, model predicts both token t+1 (weight 0.8) and token t+2 (weight 0.2). Only activates for loss_reduction='mean' (training). evaluate_bpb uses loss_reduction='none' → returns unblended per-position CE losses → correct BPB. evaluate_core does not pass targets → unaffected. Implements the key technique from modded-nanogpt speedrun Record 60 ('softcapped multi-token prediction cross entropy step').
110	2026-04-30T02:18:20Z	data	025	025	data	Restore --eval-every from 2000→250 to exactly match exp_025's full recipe. The 0.003 gap between exp_025 (0.2241, eval-every=250) and exp_105 (0.2208, eval-every=2000) is within the ~0.005 noise floor — val evals are read-only and don't affect training. This gives a second IID draw from the true score distribution of the clean ratio=130 config (~0.224), with ~50% probability of beating 0.2241.	+0.000	discard	0.201300	0.783550	-0.022800	4684.202026	4684.202026	nc-data-0106		Data domain has 15 consecutive discards. All meaningful packing, ordering, curriculum, shard-diversity, and quantity changes have been tried and rejected. The current workdir is rebased to exp_025's snapshot (identical vendor files). The only difference between this run and exp_025 is the workdir name (--model-tag). Restoring eval-every=250 makes the recipe byte-for-byte identical to exp_025. Expected result: ~0.224 ± 0.005. A keep requires a lucky draw above 0.2241.
111	2026-04-30T02:47:42Z	opt	025	025	opt	HTMuon-inspired heavy-tail blend in muon_step_fused: after polar_express (g≈UV^T, all SVs≈1), blend 25% of the normalized Nesterov gradient back in (g = 0.75*g_polar + 0.25*g_nesterov_norm). stacked_grads holds the Nesterov gradient unmodified at that point. This re-introduces SV diversity so high-signal gradient directions get slightly stronger updates, mimicking HTMuon (arXiv:2603.10067) at zero extra params.	+0.004	discard	0.203400	0.782812	-0.020700	4742.035631	4742.035631	nc-opt-0108		HTMuon (arXiv:2603.10067) raises SVs to power p∈(0,1) to induce heavy-tailed weight spectra, improving generalization (reduces LLaMA perplexity by ~0.98 on C4). Our approximation: after polar_express gives uniform SVs≈1, blend 25% of the pre-orthogonalization Nesterov gradient (normalized) back in. Effective SV becomes 0.75 + 0.25*(σ_i/||S||_F), giving heavier-tailed updates proportional to original gradient magnitude structure. NorMuon variance reduction then provides the usual per-neuron normalization on top of the blended g. Directions tried and discarded: ns_steps 5→7 (exp_049), NorMuon beta2 0.9→0.95 (exp_068), matrix-lr +25% (exp_054), weight-decay 0.28→0.10 (exp_059), MuonEq equilibration (exp_037). This is the first HTMuon-style directional blend attempted.
112	2026-04-30T02:49:59Z	sched	025	025	sched	Add 5% WD floor: cosine weight-decay decays to 0.05×WD_scaled instead of 0, on clean exp_025 base (window=L, ratio=130, 400-step momentum warmup). Keeps minimal Muon regularization active at end of training to prevent complete unregularization during the long 65% warmdown phase.	+0.002	discard	0.209200	0.784629	-0.014900	4804.979981	4804.979981	nc-sche-0108		Two changes vs workdir: (1) restore momentum warmup 200→400 steps (fix exp_107 regression that was left in workdir; exp_107 itself lost 0.020), (2) add WD floor_frac=0.05 in get_weight_decay. Net new change vs exp_025 is the WD floor only. Rationale: constant WD (exp_057) was terrible (0.1873) because WD=0.28 during warmdown was too high; but WD→0 might overshoot the other way. A 5% floor (WD_end ≈ 0.014) is conservative and keeps some L2 signal active when LR is at its final_lr_frac=0.05 level.
113	2026-04-30T03:32:09Z	sys	025	025	sys	Implement FP8 input-rowwise quantization: per-token scale in forward (much better precision than tensorwise, ~0 quality penalty per torchao literature), BF16 grad_weight backward. Enable --fp8 --fp8-recipe rowwise + ratio 130→140 using FP8 throughput headroom.	+0.003	discard	0.189100	0.785059	-0.035000	5268.038580	5268.038580	nc-sys-0110		FP8 tensorwise (exp_066) lost -0.018 CORE metric vs BF16 due to single global scale for entire activation matrix. Rowwise gives each of the B×T=65536 tokens its own FP8 scale, capturing per-token magnitude diversity — matches BF16 quality per torchao pretraining docs. Implementation: _Float8MatmulRowwise uses _to_fp8_rowwise (per-row amax + scale), calls _scaled_mm(scale_a=1, scale_b=weight_inv), manually dequantizes by dividing output_raw by per-row quant_scale [B,1]. Backward GEMM1 (grad_input) uses standard e5m2 FP8; GEMM2 (grad_weight) dequantizes input_fp8 back to BF16 then does BF16 matmul for correctness. FP8 matmul speedup (~1.3-1.5x overall) permits ratio 130→140 (+7.7% tokens) within 90-min wall.
114	2026-04-30T03:38:11Z	arch	025	025	arch	Extend value embeddings (VE) from alternating odd layers (1,3,5,7,9,11) to all 12 layers via 6 early-late shared tables: layer i shares table with layer (n_layer-1-i). Pairs: (0,11),(1,10),(2,9),(3,8),(4,7),(5,6). Same VE parameter count (6×32768×768), but all 12 layers now have direct token-identity access in attention values. Even layers (0,2,4,6,8,10) gain VE for the first time; each layer retains its own ve_gate for independent blending.	+0.002	discard	0.212700	0.782760	-0.011400	4818.915511	4818.915511	nc-arch-0110		Motivated by modded-nanogpt speedrun analysis (Records 63-65) showing early/late layers benefit most from VE, and that all layers benefit from token identity information in attention values. The current alternating scheme misses even layers including layer 0 (the first processing stage). Sharing early-late pairs (0↔11, 1↔10, etc.) doubles coverage at zero parameter cost. Each layer has its own ve_gate (Linear 12→6, tiny) to learn independent blending. VE tables use same AdamW optimizer group as before. Rebased cleanly from exp_025 to remove discarded bigram-hash (exp_104) and MTP-2 (exp_109) accumulations.
115	2026-04-30T03:43:57Z	data	025	025	data	Double total batch size from 524288 (2^19) to 1048576 (2^20) on exp_025 base (window=L, ratio=130): halves step count to ~13.6K but auto-scales LRs ×√2 and WD ×√2. Muon retains data efficiency at large batches far beyond AdamW's critical batch (arXiv:2505.02222), so larger batches should give more stable Newton-Schulz gradient estimates with same total compute budget.	+0.003	discard	0.194600	0.784242	-0.029500	4273.134383	4273.134383	nc-data-0111		Single line change: --total-batch-size -1 → 1048576. device_batch=32 unchanged → grad_accum=2. Training tokens unchanged (ratio=130). LR/WD auto-scaling built into base_train.py handles the rest. Estimated ~45-50 min wall time (half the steps, fewer evals). Novel in data domain — no prior batch-size experiment in 18 data trials.
116	2026-04-30T04:17:54Z	sched	025	025	sched	Extend warmdown-ratio 0.65→0.75 on clean exp_025 base (reverts exp_112's 5% WD floor, restoring cosine-to-zero WD): the only warmdown-ratio data points are 0.40 (catastrophic, -0.022) and 0.70 (barely discard, -0.002 in exp_098). The 0.65→0.70 delta is within noise; 0.75 is the unexplored extension of the same trend. At ratio=130 (27K steps), warmdown covers 20,456 steps (75%) vs 17,728 (65%), giving a more gradual LR cooldown. Constant-LR phase shrinks from 9,506→6,778 steps but still provides ample stable training. No timing change.	-0.002	discard	0.215100	0.783242	-0.009000	4731.854208	4731.854208	nc-sche-0113		Two changes vs current workdir: (1) revert floor_frac=0.05 WD floor left over from exp_112 discard → restore pure cosine-to-zero WD matching exp_025 baseline, (2) extend warmdown-ratio 0.65→0.75. The WD revert is cleanup; the warmdown extension is the new hypothesis. Both 0.70 attempts (exp_080: -0.004, exp_098: -0.002) were within noise; 0.75 tests one more step along this axis.
117	2026-04-30T04:18:16Z	opt	025	025	opt	Add Cautious Muon gradient masking (arXiv:2411.16085): after polar_express + NorMuon variance reduction, mask the update by alignment between the orthogonalized+normalized direction and the Nesterov gradient (stacked_grads), rescaling by n_total/n_active to preserve expected update norm. Also removes HTMuon blend (exp_111 discard). Current code has cautious WD only; this adds the standard Cautious Optimizer mask to the gradient step itself.	+0.004	discard	0.193200	0.786493	-0.030900	4717.883865	4717.883865	nc-opt-0113		stacked_grads holds the Nesterov gradient at the point of the mask (polar express creates new tensors via '/' and loop reassignment, never modifying stacked_grads in-place). Rescaling by n_total/n_active (standard Cautious Adam convention) preserves expected update norm. Cautious Optimizer paper (arXiv:2411.16085) shows consistent 1-3% speedup on LLM pretraining. The existing cautious WD mask (g * stacked_params >= 0) is preserved. Zero param count change.
118	2026-04-30T05:09:10Z	sys	025	025	sys	Reinvest eval overhead as extra training: disable val_bpb evals (eval_every=-1, ~8 min saved) and push ratio 130→155 (+19% tokens) on clean BF16 baseline. Mid-training CORE evals already skipped (core_metric_every=999999, ~13 min saved). Total ~21 min freed → ~82 min estimated wall.	+0.004	discard	0.214100		-0.010000	4652.228959	4652.228959	nc-sys-0116		All major sys techniques exhausted (FP8 tensorwise/rowwise, FA3, SWA, grad clipping, compile modes, precision changes). Domain now pivots to time-budget reallocation: free eval overhead and reinvest in more training tokens. exp_032 (data, ratio=155, eval-every disabled) got 0.2047 — but that was from a different specialist workdir state. exp_034 (sys, ratio=170, eval-every=-1) got 0.2105 — possibly unlucky seed or wall hit. ratio=155 is more conservative than exp_034's 170, with a cleaner workdir (fp8.py rowwise code is inert when --fp8=False). max_per_task=1000 gives tighter final CORE estimate.
119	2026-05-01T06:12:47Z	data	025	025	data	Rebase to clean exp_025, add minimum document length filter (≥32 tokens incl. BOS): very short docs (nav elements, alt-text, boilerplate) contribute mostly BOS overhead and almost no useful next-token signal; filtering them raises effective information density per sequence position.	+0.002	discard	0.201300	0.783257	-0.022800	4747.128514	4747.128514	nc-data-0119		All 15+ prior data experiments from exp_025 were discards. The current workdir was also dirty (midpoint-offset epoch-2 restart not in exp_025, plus accumulated vendor changes from arch/opt/sched experiments). This trial does: (1) rebase to clean exp_025 state, (2) adds a single 1-line filter in refill_buffer() skipping docs with len(tokens) < 32. At T=2048, 32 tokens is 1.5% of a row capacity — anything shorter is essentially noise from web scraping. The filter has no effect on total training tokens (the ratio stays 130) — it just displaces short-doc BOS headers with more useful content. If ClimbMix has few very-short documents, this is nearly a no-op (clean replication of exp_025 ~0.2241). If ClimbMix has many short docs, it improves signal quality. Either way, downside risk is low.
120	2026-05-01T06:15:49Z	sys	025	025	sys	Switch torch.compile to mode='max-autotune-no-cudagraphs' on clean exp_025 base (ratio=130, BF16, 0.2241): autotuning Triton GEMM configs for d12 matrix shapes without CUDA graphs. Avoids the DDP+cudagraph correctness issue that hurt exp_088 (-0.013, reduce-overhead) and exp_083 (-0.019, max-autotune). Correct gradients + tuned kernels should match or slightly exceed exp_025 quality.	+0.000	discard	0.202700	0.783625	-0.021400	4819.705850	4819.705850	nc-sys-0119		The two prior compile mode attempts (exp_083 max-autotune, exp_088 reduce-overhead) both use CUDA graphs, which cause DDP gradient-sync correctness issues — explaining why they scored -0.013 to -0.019 below baseline. max-autotune-no-cudagraphs is the same autotuning pass (Triton tile-size coordinate descent per matmul shape) without the CUDA graph capture. Compilation overhead ~3-5 min extra; training at ratio=130 fits within 90-min wall. All other settings are identical to exp_025: ratio=130, eval-every=250, core-metric-every=2000, BF16, window=L.
121	2026-05-01T06:16:48Z	sched	025	025	sched	Probe --target-param-data-ratio=133 (+2.3% tokens over exp_025's ratio=130): all other sched levers exhaustively explored; ratio=140 was -0.003 (exp_035) so sweet spot may sit between 130 and 140, with 133 as the first fine-grained probe in that gap.	+0.001	discard	0.208700	0.783101	-0.015400	4951.930711	4951.930711	nc-sche-0119		exp_035 tested ratio=140 (0.2208, -0.003). Linear interpolation at ratio=133 predicts ~0.2231, within noise. Warmdown=0.65, final-lr-frac=0.05, cosine WD-to-zero, 400-step momentum warmup all unchanged from exp_025 baseline. Timing: ratio=130 ran ~80 min; +2.3% steps → ~82 min, within 90-min cap.
122	2026-05-01T06:17:36Z	opt	025	025	opt	Symmetrize Muon aspect-ratio LR scaling from max(1,n_out/n_in)^0.5 to (max_dim/min_dim)^0.5: c_proj (768×3072) goes from 1.0× to 2.0× LR, matching c_fc. With NorMuon Frobenius≈sqrt(min_dim), c_proj had half the per-element update of c_fc/attention; this equalizes all matrix shapes. Rebased to clean exp_025.	+0.003	discard	0.214400	0.784795	-0.009700	4717.985456	4717.985456	nc-opt-0119		NorMuon per-element update magnitude = LR × scale × sqrt(min(n_out,n_in)) / sqrt(n_out×n_in). Old scaling: c_fc=0.0361, c_proj=0.0181 (half!), attention=0.0361. New scaling: c_fc=0.0361, c_proj=0.0361, attention=0.0361 — uniform across all shapes. The asymmetry in the original formula (only boosting tall matrices) was designed for unorthogonalized gradients; for NorMuon which normalizes the full matrix Frobenius, the wide matrix (c_proj) deserves the same boost. ve_gate (6×12) also gets minor 1.41× boost.
123	2026-05-01T06:22:40Z	arch	025	025	arch	Add dynamic residual hyperconnection gate: Linear(24, n_layer)=288 params maps first 24 features of initial token embedding to per-token per-layer residual scaling adjustments. x = (resid_lambdas[i] + 0.1*tanh(gate[:,i])) * x + x0_lambdas[i]*x0. Zero-init → pure exp_025 behavior at t=0; model learns per-token dynamic residual strength over 27K steps. Inspired by DeepSeek Hyper-Connections (arXiv:2409.19606) and modded-nanogpt Record 73. Removed pair_lambdas (Record 74 eliminated post-attn lambdas). Gates computed once from post-smear embedding x0, cheap (24→12 linear), routed to AdamW.	+0.003	discard	0.198900	0.783818	-0.025200	4739.320939	4739.320939	nc-arch-0119		Key design: gates computed ONCE from initial token context x0 (not per-layer from current x), making them a token-identity-dependent residual adjustment. This differentiates token processing by type (common vs rare tokens, different POS) across all 12 layers simultaneously. Zero-init ensures identical training start to exp_025. Pair_lambdas removed since speedrun Record 74 eliminated post-attention lambdas as unhelpful.
124	2026-05-01T07:43:01Z	data	025	025	data	FIFO crop fallback: replace O(n) 'crop shortest' with O(1) doc_buffer.pop(0) when no doc fits in remaining space. Avoids systematic length bias where only shortest docs are sacrificed, which gradually skews the active buffer toward longer documents and homogenizes length distributions within sequences. Rebased clean from exp_025.	+0.000	discard	0.196000	0.782926	-0.028100	4706.825849	4706.825849	nc-data-0124		Data domain has 20+ consecutive discards. This is the last genuinely untried micro-change: the crop fallback selection strategy. All other packing, ordering, curriculum, shard-diversity, length-filter, and batch-size experiments have been exhausted. If this is also a discard, the data domain is saturated and should stop.
125	2026-05-01T07:43:16Z	sys	025	025	sys	Revert compile mode from max-autotune-no-cudagraphs back to default (matching exp_025), plus add allow_bf16_reduced_precision_reduction=False: forces FP32 inter-CTA reductions in BF16 GEMMs on GPU, giving more precise gradients at ~1-2% speed cost.	+0.002	discard	0.207600	0.783468	-0.016500	4700.196691	4700.196691	nc-sys-0124		Two changes vs current workdir: (1) revert base_train.py compile mode from max-autotune-no-cudagraphs to default — exp_120 got 0.2027 (discard, -0.021) likely because max-autotune compilation takes 5-15 extra minutes eating into the 90-min budget; (2) in common.py compute_init, add torch.backends.cuda.matmul.allow_bf16_reduced_precision_reduction=False — by default GPU BF16 GEMMs can use BF16 for inter-CTA partial-sum reductions, losing precision; forcing FP32 there should give slightly better gradient quality for the 768x2304/3072 FFN/attention matmuls. First change alone restores ~0.2241; second is the novel precision bet.
126	2026-05-01T07:44:33Z	sched	025	025	sched	Cosine-shaped Muon momentum warmdown (0.97→0.90) instead of linear: stays near 0.97 longer in early warmdown (when LR is still moderate), then drops more steeply near end (when LR ~5-30%). Same endpoints as current linear, different concentration of momentum reduction. Rationale: linear decays momentum too early when LR is still productive; cosine keeps gradient smoothing high during moderate-LR warmdown then allows precise convergence at near-zero LR. Pure get_muon_momentum code change on clean exp_025 base (ratio=130).	+0.002	discard	0.205400	0.783405	-0.018700	4701.676745	4701.676745	nc-sche-0124		All scalar sched levers exhausted. This explores momentum warmdown SHAPE (untested axis): cosine_factor = 0.5*(1-cos(pi*progress)) maps 0→1 as warmdown progresses 0→100%, giving momentum = 0.97*(1-cosine_factor) + 0.90*cosine_factor. At 25% through warmdown: cosine=0.959 vs linear=0.9525 (+0.006); at 75%: cosine=0.911 vs linear=0.9175 (-0.006). Same endpoints and total decay, different shape. exp_062 (constant 0.97) was -0.014, exp_070 (0.97→0.85 linear) was -0.022; current linear 0.97→0.90 is optimal endpoint, this tests whether concentration of decay matters.
127	2026-05-01T07:46:40Z	opt	025	025	opt	Fix NorMuon variance direction for wide matrices (c_proj 768×3072): switch second_momentum_buffer from per-column (1×3072 scales) to per-row (768×1 scales) in both MuonAdamW and DistMuonAdamW, matching the NorMuon paper's per-output-neuron (row-wise) design. Rebased to clean exp_025.	+0.003	discard	0.196400	0.783764	-0.027700	4724.783012	4724.783012	nc-opt-0124		"NorMuon paper explicitly states ""per-neuron (row-wise) second-order momentum vector"" where each neuron = output neuron = one row of the weight matrix. For wide matrices (c_proj: n_out=768 rows, n_in=3072 cols), output neurons are rows — but old code used per-column (3072 scales) for wide shapes. This only affects the 12 c_proj matrices; c_fc (3072×768 tall) and attention (768×768 square) were already per-row. The fix: always state_shape=(N, shape[-2], 1) and red_dim=-1, removing the wide-matrix per-column branch. Also reverts exp_122 symmetric LR scaling (which was discard, -0.0097)."
128	2026-05-01T07:53:58Z	arch	025	025	arch	Add bigram hash embeddings (table=8192, inject into x before x0=x): (prev_tok, curr_tok) hashed to 8192-entry learned table, RMS-normed and added with single learnable scale (bigram_scale, zero-init). Injecting before x0 lets bigram propagate through all 12 layers via x0_lambdas—avoiding the per-layer zero-init deadlock of exp_104 (table=4096, per-layer scales). 2× larger table reduces collisions. exp_104 scored 0.2221 (Δ=-0.002); cleaner injection + larger table should close the gap.	+0.003	discard	0.206800	0.783109	-0.017300	4734.191744	4734.191744	nc-arch-0124		Rebased clean to exp_025. Bigram embed params (~6.3M) excluded from scaling_params so ratio=130 training budget unchanged. bigram_embed uses same LR group as value_embeds (embedding_lr*0.5). bigram_scale in smear_params group (LR=0.2). CORE eval uses forward without kv_cache so bigram is active at eval time consistently with training.
129	2026-05-01T09:11:36Z	sched	025	025	sched	Fine-grained warmdown-ratio search: 0.65→0.67 on clean exp_025 base (linear Muon warmdown restored, ratio=130). exp_098 showed warmdown=0.70 was only -0.0018 from best (0.2223 vs 0.2241) — unexplored midpoint 0.67 sits between the two closest data points.	-0.001	discard	0.208700	0.783396	-0.015400	4740.508814	4740.508814	nc-sche-0128		Sched domain nearly exhausted. All major levers tried: warmdown-ratio (0.40, 0.70, 0.75), final-lr-frac (0.02, 0.05, 0.10), LR shape (cosine, 1-sqrt, linear), WD floor (5%), WD shape (linear, coupled, constant), Muon momentum (warmup duration, peak value, warmdown endpoint, warmdown shape). Nearest clean untested value is warmdown=0.67 between the two closest-to-best configs. Also reverts exp_126's cosine Muon warmdown back to linear (exp_025 state).
130	2026-05-01T09:12:48Z	data	025	025	data	Revert FIFO crop regression from exp_124: restore exp_025's crop-shortest strategy (min buffer doc by length) instead of doc_buffer.pop(0). FIFO hurt −0.028 vs exp_025 baseline (0.1960 vs 0.2241); current workdir was left with that harmful change. This revert restores the known-good dataloader state.	+0.000	discard	0.207100	0.783532	-0.017000	4688.371796	4688.371796	nc-data-0128		The workdir accumulated the FIFO-crop change from exp_124 (a discard at 0.1960). All prior data experiments from exp_025 were discards; the data domain is largely exhausted of novel ideas. This revert to the clean exp_025 dataloader removes the known regression and re-establishes the valid baseline. Expected result is approximately the exp_025 score (~0.224) within noise. No additional data change added since 20+ consecutive data discards show the packing pipeline is near-optimal.
131	2026-05-01T09:22:00Z	opt	025	025	opt	Combine two near-best opt discards on clean exp_025 base: (1) value_embeds LR 0.5×→1.0× embedding_lr (exp_084: 0.2204, -0.004); (2) NorMuon beta2 0.9→0.95 (exp_068: 0.2207, -0.003). Both individually within noise floor ~0.005. Orthogonal changes (LR vs variance-adaptation rate); if each truly contributes ~+0.003, combination should push to ~0.2247+.	+0.004	discard	0.217200	0.785432	-0.006900	4721.826403	4721.826403	nc-opt-0129		Rebased to clean exp_025. Only changes in gpt.py setup_optimizer: (1) value_embeds LR: embedding_lr * dmodel_lr_scale * 0.5 → embedding_lr * dmodel_lr_scale (removes 0.5 haircut, matches wte LR budget); (2) Muon beta2: 0.9 → 0.95 (NorMuon paper recommends 0.95 for smoother per-neuron variance estimates over longer training; at 27K steps a 20-step EMA window vs 10-step should help). No optim.py changes, no base_train.py changes.
132	2026-05-01T09:22:58Z	sys	025	025	sys	Enable torch._inductor.config.coordinate_descent_tuning=True on clean exp_025 base (rebase clears harmful allow_bf16_reduced_precision_reduction=False from exp_125): benchmarks Triton tile configs (block_m/n/k, num_warps, num_stages) for d12's specific matrix shapes (768x3072, 3072x768, 768x2304) on GPU once, then trains with optimal kernel configs. Savings ~5-15% throughput; subtly different BF16 accumulation paths may marginally affect convergence.	+0.000	discard	0.213300	0.783548	-0.010800	4793.015994	4793.015994	nc-sys-0129		Primary effect of this experiment: restores clean exp_025 baseline by rebasing (removes allow_bf16_reduced_precision_reduction=False which exp_125 showed costs -0.016). Secondary effect: inductor coordinate_descent_tuning finds optimal Triton GEMM tile configs for GPU + d12 shapes; adds ~1-3 min tuning overhead at first step, then runs ~5-15% faster. Since ratio=130 is already optimal (more tokens don't help), the speed savings don't unlock more training — but different tile execution order creates subtly different BF16 float accumulation paths. All other hyperparameters identical to exp_025.
133	2026-05-01T09:31:01Z	arch	025	025	arch	Bigram hash embedding (4096-entry table, per-layer injection): precompute (prev_tok, curr_tok) hash idx once, RMS-norm the lookup, then inject into the residual at each of 12 layers with per-layer learnable scales (bigram_scales, init=0 → exact no-op at start). Efficient: single embedding lookup + norm, 12 cheap scalar mults. Bigram excluded from scaling law (uses transformer_matrices + lm_head only). Rebased clean to exp_025. exp_104 tried per-layer bigram and scored 0.2221 (-0.002); exp_128 changed to single-scale global injection and scored 0.2068 (-0.017) — per-layer flexibility is key.	+0.002	discard	0.209400	0.783356	-0.014700	4734.222423	4734.222423	nc-arch-0129		Clean rebase from exp_025. Key improvements vs exp_104: (1) single embedding lookup + norm before loop (efficient), (2) norm() on bigram signal ensures scale stability vs wte drift, (3) per-layer scales allow each layer to independently weight bigram info. Table size 4096, same as exp_104 which was nearly neutral at -0.002.
134	2026-05-01T10:40:26Z	sched	025	025	sched	Combine warmdown=0.70 (exp_098, 0.2223, −0.0018) + linear WD decay (exp_093, 0.2207, −0.0034) on clean exp_025 base: the two closest-to-best sched discards, untested together. Linear WD gives ~67% more regularization at 75% of training (0.25× vs 0.15× of peak WD for cosine), directly benefiting the extended 70% warmdown phase where regularization matters most.	-0.002	discard	0.196500	0.785471	-0.027600	4764.486053	4764.486053	nc-sche-0131		WD at 75% of training: linear=0.07, cosine=0.041. With warmdown=0.70, warmdown starts at step 8182 (30% through), meaning 70% of training is in decay mode. Linear WD provides more sustained Muon regularization throughout. Changes: (1) experiment.py warmdown-ratio 0.67→0.70, (2) base_train.py get_weight_decay cosine→linear.
135	2026-05-01T10:51:19Z	data	025	025	data	Append BOS at the end of every document (append=bos_token in refill_buffer): each document becomes [BOS, text..., BOS], creating explicit double-BOS boundary signals [BOS, doc1..., BOS, BOS, doc2..., BOS, BOS, ...]. Model learns clearer end-of-document segmentation. Genuinely untried — all prior experiments used prepend-only BOS.	+0.002	discard	0.201700	0.783393	-0.022400	4835.913428	4835.913428	nc-data-0133		One-line change: `tokenizer.encode(doc_batch, prepend=bos_token, append=bos_token, ...)`. Documents grow by 1 token each (~0.14% longer avg). Packing algorithm unchanged. Both train and val loaders use the new encoding. RustBPETokenizer.encode already supports append param. The double-BOS boundary (BOS→BOS prediction at doc end, BOS→content at doc start) may help CORE metric tasks that rely on document-level generation quality.
136	2026-05-01T10:58:20Z	opt	025	025	opt	Blockwise Muon: give AttnQK (c_q, c_k) an 0.8× LR multiplier vs standard 1.0× for AttnVO (c_v, c_proj_attn) and MLP. Q and K interact bidirectionally through attention scores (grad_Q depends on K and vice versa), creating coupling that benefits from conservative updates. V, O, and MLP matrices have more independent gradient paths. Motivated by IEEE 2025 Blockwise Muon paper. Rebased clean to exp_025.	+0.003	discard	0.212600	0.783495	-0.011500	4778.705663	4778.705663	nc-opt-0134		Split matrix_params into name-based component groups: attn_qk (c_q, c_k) gets lr=matrix_lr*0.8=0.016, while attn_vo (c_v, c_proj attn), mlp (c_fc, c_proj mlp), and other (ve_gate) keep lr=matrix_lr=0.02. Within each component type, params are still grouped by shape for efficient distributed stacking. All other settings identical to exp_025 (beta2=0.9, ns_steps=5, value_embeds 0.5x). The 0.8x QK multiplier is conservative: exp_073 showed global 0.8x (0.016) is -0.012, but targeted QK reduction with MLP kept at 1.0x is a different regime.
